uid,name,kind,category,true_hybrid,combinable,primary_source_path,source_path_count,stream_day_count,selection_score,val_scaled_score,train_scaled_score,oos_scaled_score_report_only,final_selection_eligible,eligibility_reasons,train_total_return,train_cagr,train_sharpe,train_sortino,train_calmar,train_max_drawdown,train_volatility,val_total_return,val_cagr,val_sharpe,val_sortino,val_calmar,val_max_drawdown,val_volatility,oos_total_return,oos_cagr,oos_sharpe,oos_sortino,oos_calmar,oos_max_drawdown,oos_volatility
legacy_metric_no_highvol_baseline_raw_score_ab8a87e11f,legacy_metric_no_highvol_baseline_raw_score,true_hybrid_metric_raw_no_hv,true_hybrid,True,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,95.41128818584043,87.42393858607677,44.37416444313143,12.403594570483165,True,,0.2783222132287826,0.2783222132287826,1.2430280046819362,1.9525450655705987,2.272136503001508,0.12249361464908337,0.2159928289122905,0.23866247643041905,2.758790370049967,4.27146926193326,24.819393073972485,134.9569759581452,0.020441999018306123,0.32182145059333844,0.0010298090218270328,0.00739360821503654,0.28112604451134693,0.169681772024834,1.0493210319567914,0.007046087889088448,0.02752391372897251
legacy_metric_highvol_active_raw_score_5fcee1fd52,legacy_metric_highvol_active_raw_score,true_hybrid_metric_raw_highvol_active,true_hybrid,True,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,92.51697799721946,83.798524363361,48.43585352143591,11.114514296399687,True,,0.3151414919420159,0.3151414919420159,1.5020933329371131,2.0719081737530005,3.3486078002096735,0.094111198069324,0.19484229256317193,0.20966326994777762,2.2463772648962537,3.8100216252704007,22.481412552628708,114.29029035662492,0.01965501406888359,0.32219696757928185,0.0005228647661286168,0.0037481000323709157,0.1481858304890615,0.08776269771137896,0.516780503480776,0.0072527891573416214,0.02780263236601157
final_scaled_v35_train_high_vol_8cf7b4d83d,final_scaled_v35_train_high_vol,true_hybrid_v35_train_learned_high_vol,true_hybrid_v35,True,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,90.38463593195023,81.21903326546737,50.92001481379362,11.070426223172896,True,,0.39646926179489816,0.39646926179489816,1.587552969171389,2.3877861371850093,4.5634297602418314,0.08687966784304968,0.22620768854844447,0.2535165199736167,3.0464651686484308,3.9139021047970375,11.699613065807355,89.79201388937066,0.03392801917107979,0.37448189085955197,0.001166019252146766,0.008375054463266363,0.16691722897632852,0.14140725003310065,0.5164629865378633,0.016216175566440838,0.06074725787104575
full_hybrid_val_only_no_cash_penalty_ba6f84a6b4,full_hybrid_val_only_no_cash_penalty,new_full_hybrid_tuned,true_hybrid,True,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,90.1061131425368,81.93712537669722,45.3832653657754,15.107691208551035,True,,0.26541477314281803,0.26541477314281803,1.2978000497757947,1.7730016431534068,2.8202252079216836,0.094111198069324,0.0,0.23280792558518848,0.23280792558518848,4.029202714590757,18.659597089413968,73.88184141047087,0.03587106836353504,0.0,0.0029096761842717367,0.0029096761842717367,0.553226878715119,0.30869218620381594,2.4435202845054222,0.008598911938899945,0.0
legacy_full_hybrid_wave2_val_only_77895f3bd3,legacy_full_hybrid_wave2_val_only,true_hybrid_legacy_wave2,true_hybrid,True,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_candidates_20260426.csv,1,0,90.1061131425368,81.93712537669722,45.3832653657754,15.107691208551035,True,,0.26541477314281803,0.0,1.2978000497757947,1.7730016431534068,2.8202252079216836,0.094111198069324,0.0,0.23280792558518848,0.0,4.029202714590757,18.659597089413968,73.88184141047087,0.03587106836353504,0.0,0.0029096761842717367,0.0,0.553226878715119,0.30869218620381594,2.4435202845054222,0.008598911938899945,0.0
legacy_metric_highvol_optional_raw_score_bf0b863fdf,legacy_metric_highvol_optional_raw_score,true_hybrid_metric_raw_highvol_optional,true_hybrid,True,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,89.53575913645633,81.44538122910076,44.94654392975323,-16.018588541733102,True,,0.287595431991454,0.287595431991454,1.2859313413760534,1.9702319937729684,2.3478401940815457,0.12249361464908337,0.214098791909549,0.22303356125420182,2.474820042942125,4.248408988844153,16.82807692696418,70.5550114524952,0.03507646008403564,0.30386479999752014,-0.011509467390772521,-0.07951021384545554,-3.3804715197758317,-1.4037396531932802,-6.45983865112078,0.012308390060432939,0.024418680106119528
source_three_way_regime_f9fbd47706,source_three_way_regime,tuned_source_in_full_hybrid,metric_only,False,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,89.07138354285577,83.94596690882204,28.474536855742915,26.808749128728763,True,,0.1483902015369596,0.1483902015369596,0.6323112265823113,1.1507515526118666,0.7306893124098401,0.20308248528716433,0.0,0.30676934079151463,0.30676934079151463,4.165593422276219,12.140370813739183,99.81411029596687,0.04242176340369863,0.0,0.005610081192041871,0.005610081192041871,1.3086956348526626,3.6165393782566655,15.541110333134634,0.021794600219280258,0.0
final_scaled_v36_dynamic_high_vol_b9bb6d1140,final_scaled_v36_dynamic_high_vol,true_hybrid_v36_rolling_dynamic,true_hybrid_v36,True,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,88.50255900787933,80.96846231759736,41.85609272378873,7.789770121626146,True,,0.24881095243647433,0.24881095243647433,1.0646186655712602,1.6707426235188656,2.0525360772068066,0.12122123221096737,0.23393178923669972,0.24988519627364747,2.9744887982752015,3.8536403636069383,12.034966890880495,88.162285682999,0.03373878949747777,0.37575817016245,-0.0012567811516623895,-0.00895988590570762,-0.1530192606232223,-0.10845774682752173,-0.589948432428728,0.015187574732288267,0.05062807457242739
static_challenger_static_anchor_val_return_ed43578b18,static_challenger_static_anchor_val_return,static_blend_challenger_not_true_hybrid,static_blend,False,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,88.38931216485965,84.05599738048821,24.07397102428578,17.616169930209733,True,,0.111513,0.111513,0.536181,0.960245,0.575337,0.193821,0.258116,0.291803,0.291803,4.215261,12.172168,101.886879,0.038025,0.39382,0.008087,0.008087,0.743803,0.773086,3.040385,0.019517,0.081891
static_challenger_static_dominant_val_return_2523ca5a73,static_challenger_static_dominant_val_return,static_blend_challenger_not_true_hybrid,static_blend,False,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,88.02781884499537,84.10242926858291,21.80771986895806,18.83361911672737,True,,0.095861,0.095861,0.489475,0.86868,0.501677,0.191081,0.249411,0.285383,0.285383,4.23477,12.309014,102.23481,0.036449,0.383858,0.00915,0.00915,0.844005,0.908218,3.633011,0.018541,0.081021
final_scaled_baseline_no_hv_f2efb1958d,final_scaled_baseline_no_hv,true_hybrid_corrected_baseline,true_hybrid,True,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,87.74757293794616,78.73211391287595,50.08588347261234,-10.979081961221166,True,,0.3618491537304973,0.3618491537304973,1.5486261198232316,2.2427708873702383,4.164946329953597,0.08687966784304968,0.21397870427849816,0.2238932862032197,2.48995865473401,3.8427946062548584,11.317044045163787,77.6132165470328,0.03208163204040282,0.3398176959806484,-0.009840648617752468,-0.06833036052742414,-2.4729237778014186,-1.0898467392223785,-5.028866361357099,0.013587627035088756,0.028456921254625057
source_soft_three_way_regime_5aa57027d2,source_soft_three_way_regime,tuned_source_in_full_hybrid,metric_only,False,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,87.34568938391405,83.1535830238772,23.289479777982496,19.234964602984462,True,,0.10981258417673634,0.10981258417673634,0.5226828786397805,0.9431644202663528,0.5349788327252416,0.20526528800651578,0.0,0.29087461252228164,0.29087461252228164,4.112491534015418,11.950689210891774,95.1994060707303,0.040469111156768545,0.0,0.0024577297558947553,0.0024577297558947553,0.742296106688391,2.0350536212387387,7.960211028062932,0.017153849141775757,0.0
legacy_robust_val_low_cash_no_oos_health_f1ee86d36c,legacy_robust_val_low_cash_no_oos_health,true_hybrid_robust_val_legacy,true_hybrid,True,False,var/reports/exact_window_backtests/followup_status/portfolio_incumbent_autoresearch_grouped/hybrid_final_selection_20260426/hybrid_final_selection_20260426.json,3,0,86.62572980827962,78.5305123876841,44.97343011441952,-8.200123705901904,True,,0.2887357664381054,0.2887357664381054,1.2813433797129246,1.9929836356765567,2.357149531959428,0.12249361464908337,0.21584589641992932,0.22935217218976778,2.587378410842955,3.8638818948068425,10.800814509463043,75.95089771600951,0.03406646252579537,0.34559689807268174,-0.009141447557481697,-0.06361162300777057,-2.038624481276781,-0.9496975551613989,-4.407799275767919,0.014431606120877238,0.031990090987723284
