shadow_rank,shadow_family,selection_rank,status,decision,model_id,candidate_name,model_kind,role,variant_name,leverage,allocation_fraction,target_notional_fraction_of_equity,expected_replay_notional_for_10000_equity,live_notional_for_10000_equity,notional_parity_passed,train_return,train_mdd,train_sharpe,train_sortino,train_smart_sortino,train_calmar,train_trade_event_count,validation_return,validation_mdd,validation_sharpe,validation_sortino,validation_smart_sortino,validation_calmar,validation_trade_event_count,train_validation_return_ratio,locked_oos_return,locked_oos_mdd,locked_oos_sharpe,locked_oos_sortino,locked_oos_smart_sortino,locked_oos_calmar,locked_oos_trade_event_count,locked_oos_liquidation_count,locked_oos_account_wipeout_count,selection_eligible,calendar_quarantined,historical_oos_bucket_quarantined,primary_10bps_promotion_gate_pass,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,primary_10bps_gate_reasons,trade_filter_params
1,thin_sample_shadow,1,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,6.0,0.175,1.0499999999999998,10499.999999999998,10499.999999999998,True,0.427971977575732,0.10286673281806545,1.685054020707634,0.2709357039707418,0.2456649528982,4.160450768205711,63,0.08897474255677351,0.03941707543298312,2.058868730919238,0.39643785240144636,0.3814040213225329,10.499501886308693,14,4.810038953500194,-0.006058989201550791,0.014596168858557173,-1.1827728373962028,-0.08959941599106075,-0.08831042215728258,-3.1943509819336473,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
2,thin_sample_shadow,2,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_6p0x_0p175alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,6.0,0.175,1.0499999999999998,10499.999999999998,10499.999999999998,True,0.427971977575732,0.10286673281806545,1.685054020707634,0.2709357039707418,0.2456649528982,4.160450768205711,63,0.08897474255677351,0.03941707543298312,2.058868730919238,0.39643785240144636,0.3814040213225329,10.499501886308693,14,4.810038953500194,-0.006058989201550791,0.014596168858557173,-1.1827728373962028,-0.08959941599106075,-0.08831042215728258,-3.1943509819336473,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
3,thin_sample_shadow,3,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,6.0,0.175,1.0499999999999998,10499.999999999998,10499.999999999998,True,0.4548121710643429,0.08295409288387388,1.8341183402570111,0.2506341022047147,0.23143557409463564,5.482697179282368,42,0.07572443448626331,0.017492844285999048,2.0068679537661636,0.6478931759571771,0.6367545281478815,19.73678821351685,8,6.0061481363303875,-0.0022533146249008595,0.0022533146249008595,-2.8029452799069183,-0.08394158892769572,-0.08375286736678078,-7.796077565916012,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
4,thin_sample_shadow,4,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_6p0x_0p175alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,6.0,0.175,1.0499999999999998,10499.999999999998,10499.999999999998,True,0.4548121710643429,0.08295409288387388,1.8341183402570111,0.2506341022047147,0.23143557409463564,5.482697179282368,42,0.07572443448626331,0.017492844285999048,2.0068679537661636,0.6478931759571771,0.6367545281478815,19.73678821351685,8,6.0061481363303875,-0.0022533146249008595,0.0022533146249008595,-2.8029452799069183,-0.08394158892769572,-0.08375286736678078,-7.796077565916012,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
5,thin_sample_shadow,7,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p2alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,5.0,0.2,1.0,10000.0,10000.0,True,0.40576842790572965,0.09814465301049659,1.6869540664036848,0.27121650195605634,0.24697702730922821,4.13439158893692,63,0.08474392125079433,0.03756073402249249,2.0589828337973635,0.39646889447579947,0.3821163248330913,10.427736149343323,14,4.788171492618136,-0.0057667602440657495,0.013903125890445229,-1.1827728373962496,-0.08959941599106354,-0.08837078583062281,-3.195027655542906,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
6,thin_sample_shadow,8,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_5p0x_0p2alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,5.0,0.2,1.0,10000.0,10000.0,True,0.40576842790572965,0.09814465301049659,1.6869540664036848,0.27121650195605634,0.24697702730922821,4.13439158893692,63,0.08474392125079433,0.03756073402249249,2.0589828337973635,0.39646889447579947,0.3821163248330913,10.427736149343323,14,4.788171492618136,-0.0057667602440657495,0.013903125890445229,-1.1827728373962496,-0.08959941599106354,-0.08837078583062281,-3.195027655542906,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
7,thin_sample_shadow,9,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p2alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,5.0,0.2,1.0,10000.0,10000.0,True,0.43015622229658024,0.07911268492008443,1.833869603930689,0.25034366456816587,0.23199028986180947,5.437259811509393,42,0.072127109959772,0.016660456212946755,2.0069991288724767,0.6480303847447785,0.6374108295297403,19.631369988205908,8,5.9638632760482775,-0.0021460139284770197,0.0021460139284770197,-2.802945279906917,-0.08394158892769572,-0.08376183486340406,-7.798942888470177,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
8,thin_sample_shadow,10,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_5p0x_0p2alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,5.0,0.2,1.0,10000.0,10000.0,True,0.43015622229658024,0.07911268492008443,1.833869603930689,0.25034366456816587,0.23199028986180947,5.437259811509393,42,0.072127109959772,0.016660456212946755,2.0069991288724767,0.6480303847447785,0.6374108295297403,19.631369988205908,8,5.9638632760482775,-0.0021460139284770197,0.0021460139284770197,-2.802945279906917,-0.08394158892769572,-0.08376183486340406,-7.798942888470177,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
9,thin_sample_shadow,13,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,6.0,0.15,0.8999999999999999,9000.0,9000.0,True,0.36186910809664363,0.08864821922250869,1.6907367512833829,0.27175497029909695,0.24962606423329206,4.082079834997535,63,0.07627920895005458,0.033841875668327304,2.0592110233577934,0.3965309494998721,0.3835508686892128,10.285294489613984,14,4.744007090235887,-0.00518341004917422,0.012516436648236682,-1.1827728373962563,-0.08959941599106418,-0.08849181380962841,-3.1963643582259027,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
10,thin_sample_shadow,14,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_6p0x_0p15alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,6.0,0.15,0.8999999999999999,9000.0,9000.0,True,0.36186910809664363,0.08864821922250869,1.6907367512833829,0.27175497029909695,0.24962606423329206,4.082079834997535,63,0.07627920895005458,0.033841875668327304,2.0592110233577934,0.3965309494998721,0.3835508686892128,10.285294489613984,14,4.744007090235887,-0.00518341004917422,0.012516436648236682,-1.1827728373962563,-0.08959941599106418,-0.08849181380962841,-3.1963643582259027,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
11,thin_sample_shadow,15,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,5.0,0.175,0.875,8750.0,8750.0,True,0.35100199362149187,0.08626319490542299,1.6916787598007859,0.2718847368530917,0.25029361035910247,4.068965843501652,63,0.07416244201337707,0.03291087357480582,2.059268067372988,0.3965464571851583,0.38391159133870756,10.24991169504939,14,4.732880742494696,-0.005037803436494959,0.012169638628624755,-1.182772837396227,-0.08959941599106237,-0.08852213361434101,-3.1966950577103126,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
12,thin_sample_shadow,16,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_5p0x_0p175alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,5.0,0.175,0.875,8750.0,8750.0,True,0.35100199362149187,0.08626319490542299,1.6916787598007859,0.2718847368530917,0.25029361035910247,4.068965843501652,63,0.07416244201337707,0.03291087357480582,2.059268067372988,0.3965464571851583,0.38391159133870756,10.24991169504939,14,4.732880742494696,-0.005037803436494959,0.012169638628624755,-1.182772837396227,-0.08959941599106237,-0.08852213361434101,-3.1966950577103126,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
13,thin_sample_shadow,17,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,6.0,0.15,0.8999999999999999,9000.0,9000.0,True,0.3817863892665132,0.07139752081679626,1.8333681012640803,0.24976367524086893,0.23311951949492823,5.347333981612118,42,0.06492944700092895,0.01499548679681926,2.0072614588526783,0.6483046359386917,0.6387266193514304,19.42179718593918,8,5.880019111529641,-0.00193141253562934,0.00193141253562934,-2.8029452799069166,-0.08394158892769572,-0.08377977561883329,-7.804677137996662,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
14,thin_sample_shadow,18,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_6p0x_0p15alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,6.0,0.15,0.8999999999999999,9000.0,9000.0,True,0.3817863892665132,0.07139752081679626,1.8333681012640803,0.24976367524086893,0.23311951949492823,5.347333981612118,42,0.06492944700092895,0.01499548679681926,2.0072614588526783,0.6483046359386917,0.6387266193514304,19.42179718593918,8,5.880019111529641,-0.00193141253562934,0.00193141253562934,-2.8029452799069166,-0.08394158892769572,-0.08377977561883329,-7.804677137996662,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
15,thin_sample_shadow,19,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,5.0,0.175,0.875,8750.0,8750.0,True,0.36988848677499386,0.06946197893107453,1.8332418838551052,0.24961886223156013,0.2334060183056286,5.325049652588007,42,0.06312942079041761,0.014579204658876799,2.0073270371314527,0.6483731639799567,0.6390562323795642,19.36966756395596,8,5.859209258437218,-0.00187776218741742,0.00187776218741742,-2.802945279906918,-0.08394158892769572,-0.0837842620085953,-7.806111451641615,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
16,thin_sample_shadow,20,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_5p0x_0p175alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,5.0,0.175,0.875,8750.0,8750.0,True,0.36988848677499386,0.06946197893107453,1.8332418838551052,0.24961886223156013,0.2334060183056286,5.325049652588007,42,0.06312942079041761,0.014579204658876799,2.0073270371314527,0.6483731639799567,0.6390562323795642,19.36966756395596,8,5.859209258437218,-0.00187776218741742,0.00187776218741742,-2.802945279906918,-0.08394158892769572,-0.0837842620085953,-7.806111451641615,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
17,thin_sample_shadow,21,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_7p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,7.0,0.15,1.05,10500.0,10500.0,True,0.22397415114750796,0.18439730279375363,0.8817824623043757,0.08489237756513546,0.07167559176713044,1.2146281304234727,63,0.08897474255677351,0.03941707543298312,2.058868730919238,0.39643785240144636,0.3814040213225329,10.499501886308693,14,2.517277878096621,-0.006058989201550791,0.014596168858557173,-1.1827728373962028,-0.08959941599106075,-0.08831042215728258,-3.1943509819336473,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
18,thin_sample_shadow,22,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_7p0x_0p15alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,7.0,0.15,1.05,10500.0,10500.0,True,0.22397415114750796,0.18439730279375363,0.8817824623043757,0.08489237756513546,0.07167559176713044,1.2146281304234727,63,0.08897474255677351,0.03941707543298312,2.058868730919238,0.39643785240144636,0.3814040213225329,10.499501886308693,14,2.517277878096621,-0.006058989201550791,0.014596168858557173,-1.1827728373962028,-0.08959941599106075,-0.08831042215728258,-3.1943509819336473,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
19,thin_sample_shadow,23,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_family_volume_vwap_pressure_abs_score_ge_2p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_7p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,family_volume_vwap_pressure_abs_score_ge_2.5,7.0,0.15,1.05,10500.0,10500.0,True,0.42155179401878606,0.1074232360774248,1.80263574459461,0.2500159795359317,0.22576371110065094,3.9242142520725647,50,0.04695644483921413,0.017492844285998697,1.9673210523815519,0.3758735976867627,0.36941153915487535,11.716619831963808,11,8.97750661197291,-0.00371699538981185,0.00371699538981185,-4.198307191827239,-0.21764834829934362,-0.2168423462978386,-7.757111631960479,3,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_50_below_80;validation_trade_event_count_11_below_30;locked_oos_trade_event_count_3_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5, ""dominant_factor_family"": ""volume_vwap_pressure""}"
20,thin_sample_shadow,24,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_family_volume_vwap_pressure_abs_score_ge_2p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,family_volume_vwap_pressure_abs_score_ge_2.5,6.0,0.175,1.0499999999999998,10499.999999999998,10499.999999999998,True,0.42155179401878606,0.1074232360774248,1.80263574459461,0.2500159795359317,0.22576371110065094,3.9242142520725647,50,0.04695644483921413,0.017492844285998697,1.9673210523815519,0.3758735976867627,0.36941153915487535,11.716619831963808,11,8.97750661197291,-0.00371699538981185,0.00371699538981185,-4.198307191827239,-0.21764834829934362,-0.2168423462978386,-7.757111631960479,3,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_50_below_80;validation_trade_event_count_11_below_30;locked_oos_trade_event_count_3_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5, ""dominant_factor_family"": ""volume_vwap_pressure""}"
